----------------------------------------------------------------------------
libFM
  Version: 1.4.4
  Author:  Steffen Rendle, srendle@libfm.org
#Iter=197	Train=9.3395	Test=10.4687
#Iter=198	Train=9.33848	Test=10.4629
#Iter=199	Train=9.33808	Test=10.4572
#Iter=200	Train=9.33662	Test=10.4516
#Iter=201	Train=9.33523	Test=10.446
#Iter=202	Train=9.33826	Test=10.4405
#Iter=203	Train=9.33458	Test=10.4351
#Iter=204	Train=9.33598	Test=10.4297
#Iter=205	Train=9.335	Test=10.4244
#Iter=206	Train=9.33304	Test=10.4192
#Iter=207	Train=9.33365	Test=10.414
#Iter=208	Train=9.33234	Test=10.4089
#Iter=209	Train=9.33637	Test=10.404
#Iter=210	Train=9.33372	Test=10.399
#Iter=211	Train=9.33294	Test=10.3941
#Iter=212	Train=9.33368	Test=10.3893
#Iter=213	Train=9.33343	Test=10.3845
#Iter=214	Train=9.3327	Test=10.3799
#Iter=215	Train=9.33278	Test=10.3752
#Iter=216	Train=9.33182	Test=10.3706
#Iter=217	Train=9.33366	Test=10.3661
#Iter=218	Train=9.33629	Test=10.3617
#Iter=219	Train=9.33602	Test=10.3573
#Iter=220	Train=9.33398	Test=10.3529
#Iter=221	Train=9.33276	Test=10.3486
#Iter=222	Train=9.33281	Test=10.3444
#Iter=223	Train=9.3338	Test=10.3402
#Iter=224	Train=9.33419	Test=10.3361
#Iter=225	Train=9.33252	Test=10.332
#Iter=226	Train=9.33038	Test=10.3279
#Iter=227	Train=9.3321	Test=10.3239
#Iter=228	Train=9.33088	Test=10.32
#Iter=229	Train=9.33407	Test=10.3161
#Iter=230	Train=9.33613	Test=10.3123
#Iter=231	Train=9.33737	Test=10.3085
#Iter=232	Train=9.33547	Test=10.3047
#Iter=233	Train=9.33598	Test=10.301
#Iter=234	Train=9.33616	Test=10.2974
#Iter=235	Train=9.33649	Test=10.2938
#Iter=236	Train=9.33532	Test=10.2902
#Iter=237	Train=9.33282	Test=10.2867
#Iter=238	Train=9.33555	Test=10.2832
#Iter=239	Train=9.33568	Test=10.2798
#Iter=240	Train=9.33331	Test=10.2764
#Iter=241	Train=9.33246	Test=10.273
#Iter=242	Train=9.33316	Test=10.2697
#Iter=243	Train=9.33678	Test=10.2664
#Iter=244	Train=9.3336	Test=10.2632
#Iter=245	Train=9.33125	Test=10.2599
#Iter=246	Train=9.33265	Test=10.2568
#Iter=247	Train=9.33384	Test=10.2536
#Iter=248	Train=9.33283	Test=10.2505
#Iter=249	Train=9.33184	Test=10.2474
#Iter=250	Train=9.33386	Test=10.2444
#Iter=251	Train=9.33361	Test=10.2414
#Iter=252	Train=9.3332	Test=10.2384
#Iter=253	Train=9.33273	Test=10.2355
#Iter=254	Train=9.33177	Test=10.2326
#Iter=255	Train=9.33131	Test=10.2297
#Iter=256	Train=9.33202	Test=10.2269
#Iter=257	Train=9.33667	Test=10.2241
#Iter=258	Train=9.33468	Test=10.2213
#Iter=259	Train=9.33396	Test=10.2186
#Iter=260	Train=9.33238	Test=10.2158
#Iter=261	Train=9.33386	Test=10.2132
#Iter=262	Train=9.33797	Test=10.2105
#Iter=263	Train=9.33386	Test=10.2079
#Iter=264	Train=9.33464	Test=10.2053
#Iter=265	Train=9.33518	Test=10.2027
#Iter=266	Train=9.33379	Test=10.2002
#Iter=267	Train=9.33339	Test=10.1976
#Iter=268	Train=9.33454	Test=10.1951
#Iter=269	Train=9.33566	Test=10.1927
#Iter=270	Train=9.33522	Test=10.1902
#Iter=271	Train=9.3341	Test=10.1878
#Iter=272	Train=9.33584	Test=10.1854
#Iter=273	Train=9.33413	Test=10.1831
#Iter=274	Train=9.33321	Test=10.1807
#Iter=275	Train=9.33427	Test=10.1784
#Iter=276	Train=9.33422	Test=10.176
#Iter=277	Train=9.33103	Test=10.1738
#Iter=278	Train=9.33431	Test=10.1715
#Iter=279	Train=9.33463	Test=10.1693
#Iter=280	Train=9.33447	Test=10.1671
#Iter=281	Train=9.33463	Test=10.1649
#Iter=282	Train=9.33454	Test=10.1627
#Iter=283	Train=9.33476	Test=10.1606
#Iter=284	Train=9.33136	Test=10.1585
#Iter=285	Train=9.33229	Test=10.1563
#Iter=286	Train=9.33378	Test=10.1543
#Iter=287	Train=9.33497	Test=10.1522
#Iter=288	Train=9.33725	Test=10.1501
#Iter=289	Train=9.33262	Test=10.1481
#Iter=290	Train=9.33431	Test=10.1461
#Iter=291	Train=9.33341	Test=10.1442
#Iter=292	Train=9.33397	Test=10.1422
#Iter=293	Train=9.33177	Test=10.1402
#Iter=294	Train=9.33418	Test=10.1383
#Iter=295	Train=9.33274	Test=10.1364
#Iter=296	Train=9.33261	Test=10.1345
#Iter=297	Train=9.33483	Test=10.1326
#Iter=298	Train=9.33406	Test=10.1308
#Iter=299	Train=9.33182	Test=10.1289
#Iter=300	Train=9.33335	Test=10.1271
#Iter=301	Train=9.33744	Test=10.1253
#Iter=302	Train=9.33423	Test=10.1235
#Iter=303	Train=9.33312	Test=10.1218
#Iter=304	Train=9.33347	Test=10.12
#Iter=305	Train=9.33469	Test=10.1183
#Iter=306	Train=9.33315	Test=10.1165
#Iter=307	Train=9.335	Test=10.1148
#Iter=308	Train=9.33394	Test=10.1131
#Iter=309	Train=9.33642	Test=10.1115
#Iter=310	Train=9.33418	Test=10.1098
#Iter=311	Train=9.33511	Test=10.1082
#Iter=312	Train=9.33399	Test=10.1065
#Iter=313	Train=9.3356	Test=10.1049
#Iter=314	Train=9.33143	Test=10.1033
#Iter=315	Train=9.33313	Test=10.1017
#Iter=316	Train=9.33433	Test=10.1002
#Iter=317	Train=9.33583	Test=10.0986
#Iter=318	Train=9.33638	Test=10.0971
#Iter=319	Train=9.33499	Test=10.0956
#Iter=320	Train=9.33592	Test=10.0941
#Iter=321	Train=9.33685	Test=10.0926
#Iter=322	Train=9.33534	Test=10.0911
#Iter=323	Train=9.33498	Test=10.0896
#Iter=324	Train=9.33522	Test=10.0882
#Iter=325	Train=9.33498	Test=10.0867
#Iter=326	Train=9.33383	Test=10.0852
#Iter=327	Train=9.33588	Test=10.0838
#Iter=328	Train=9.33492	Test=10.0824
#Iter=329	Train=9.33328	Test=10.081
#Iter=330	Train=9.332	Test=10.0796
#Iter=331	Train=9.33293	Test=10.0782
#Iter=332	Train=9.33298	Test=10.0768
#Iter=333	Train=9.33388	Test=10.0755
#Iter=334	Train=9.33201	Test=10.0741
#Iter=335	Train=9.3337	Test=10.0728
#Iter=336	Train=9.33548	Test=10.0715
#Iter=337	Train=9.33425	Test=10.0702
#Iter=338	Train=9.33437	Test=10.0689
#Iter=339	Train=9.33434	Test=10.0676
#Iter=340	Train=9.33319	Test=10.0663
#Iter=341	Train=9.33385	Test=10.065
#Iter=342	Train=9.33376	Test=10.0638
#Iter=343	Train=9.33297	Test=10.0625
#Iter=344	Train=9.33307	Test=10.0613
#Iter=345	Train=9.33302	Test=10.0601
#Iter=346	Train=9.3346	Test=10.0589
#Iter=347	Train=9.33555	Test=10.0576
#Iter=348	Train=9.33632	Test=10.0564
#Iter=349	Train=9.33399	Test=10.0553
#Iter=350	Train=9.33552	Test=10.0541
#Iter=351	Train=9.3347	Test=10.0529
#Iter=352	Train=9.33329	Test=10.0517
#Iter=353	Train=9.33304	Test=10.0506
#Iter=354	Train=9.33312	Test=10.0494
#Iter=355	Train=9.33383	Test=10.0483
#Iter=356	Train=9.33404	Test=10.0471
#Iter=357	Train=9.33535	Test=10.046
#Iter=358	Train=9.33372	Test=10.0449
#Iter=359	Train=9.33364	Test=10.0438
#Iter=360	Train=9.33195	Test=10.0427
#Iter=361	Train=9.33176	Test=10.0416
#Iter=362	Train=9.3313	Test=10.0405
#Iter=363	Train=9.33181	Test=10.0395
#Iter=364	Train=9.33085	Test=10.0384
#Iter=365	Train=9.33129	Test=10.0374
#Iter=366	Train=9.33189	Test=10.0363
#Iter=367	Train=9.33223	Test=10.0353
#Iter=368	Train=9.33312	Test=10.0343
#Iter=369	Train=9.33369	Test=10.0333
#Iter=370	Train=9.33418	Test=10.0322
#Iter=371	Train=9.33475	Test=10.0312
#Iter=372	Train=9.33492	Test=10.0302
#Iter=373	Train=9.33379	Test=10.0293
#Iter=374	Train=9.33372	Test=10.0283
#Iter=375	Train=9.33454	Test=10.0273
#Iter=376	Train=9.3349	Test=10.0263
#Iter=377	Train=9.33621	Test=10.0254
#Iter=378	Train=9.33317	Test=10.0244
#Iter=379	Train=9.33343	Test=10.0235
#Iter=380	Train=9.33262	Test=10.0225
#Iter=381	Train=9.33443	Test=10.0216
#Iter=382	Train=9.33439	Test=10.0207
#Iter=383	Train=9.33206	Test=10.0198
#Iter=384	Train=9.33213	Test=10.0188
#Iter=385	Train=9.33358	Test=10.0179
#Iter=386	Train=9.33562	Test=10.017
#Iter=387	Train=9.33494	Test=10.0161
#Iter=388	Train=9.33406	Test=10.0153
#Iter=389	Train=9.33593	Test=10.0144
#Iter=390	Train=9.33314	Test=10.0135
#Iter=391	Train=9.33309	Test=10.0127
#Iter=392	Train=9.3352	Test=10.0118
#Iter=393	Train=9.33434	Test=10.0109
#Iter=394	Train=9.33427	Test=10.0101
#Iter=395	Train=9.33509	Test=10.0092
#Iter=396	Train=9.3355	Test=10.0084
#Iter=397	Train=9.33505	Test=10.0076
#Iter=398	Train=9.33575	Test=10.0068
#Iter=399	Train=9.33572	Test=10.0059
#Iter=400	Train=9.33631	Test=10.0051
#Iter=401	Train=9.33583	Test=10.0043
#Iter=402	Train=9.33307	Test=10.0035
#Iter=403	Train=9.33584	Test=10.0027
#Iter=404	Train=9.33583	Test=10.0019
#Iter=405	Train=9.33245	Test=10.0011
#Iter=406	Train=9.33305	Test=10.0004
#Iter=407	Train=9.33369	Test=9.99959
#Iter=408	Train=9.33237	Test=9.99882
#Iter=409	Train=9.3342	Test=9.99805
#Iter=410	Train=9.33594	Test=9.99729
#Iter=411	Train=9.33632	Test=9.99654
#Iter=412	Train=9.3349	Test=9.9958
#Iter=413	Train=9.33471	Test=9.99506
#Iter=414	Train=9.33439	Test=9.99432
#Iter=415	Train=9.33413	Test=9.99359
#Iter=416	Train=9.33578	Test=9.99287
#Iter=417	Train=9.33454	Test=9.99215
#Iter=418	Train=9.33325	Test=9.99143
#Iter=419	Train=9.33496	Test=9.99071
#Iter=420	Train=9.33215	Test=9.99001
#Iter=421	Train=9.33278	Test=9.9893
#Iter=422	Train=9.33063	Test=9.9886
#Iter=423	Train=9.33047	Test=9.9879
#Iter=424	Train=9.33323	Test=9.9872
#Iter=425	Train=9.3328	Test=9.98651
#Iter=426	Train=9.33402	Test=9.98583
#Iter=427	Train=9.3377	Test=9.98516
#Iter=428	Train=9.33529	Test=9.98449
#Iter=429	Train=9.3352	Test=9.98383
#Iter=430	Train=9.33494	Test=9.98317
#Iter=431	Train=9.33289	Test=9.98251
#Iter=432	Train=9.33412	Test=9.98185
#Iter=433	Train=9.3354	Test=9.9812
#Iter=434	Train=9.3339	Test=9.98055
#Iter=435	Train=9.33449	Test=9.97991
#Iter=436	Train=9.33352	Test=9.97927
#Iter=437	Train=9.3348	Test=9.97863
#Iter=438	Train=9.33573	Test=9.97799
#Iter=439	Train=9.33523	Test=9.97736
#Iter=440	Train=9.33597	Test=9.97674
#Iter=441	Train=9.33589	Test=9.97612
#Iter=442	Train=9.33479	Test=9.97551
#Iter=443	Train=9.3354	Test=9.97489
#Iter=444	Train=9.33236	Test=9.97428
#Iter=445	Train=9.33078	Test=9.97368
#Iter=446	Train=9.33375	Test=9.97308
#Iter=447	Train=9.33373	Test=9.97249
#Iter=448	Train=9.33402	Test=9.97191
#Iter=449	Train=9.33638	Test=9.97132
#Iter=450	Train=9.33524	Test=9.97074
#Iter=451	Train=9.33684	Test=9.97016
#Iter=452	Train=9.33666	Test=9.96958
#Iter=453	Train=9.33585	Test=9.96902
#Iter=454	Train=9.3345	Test=9.96845
#Iter=455	Train=9.33428	Test=9.96788
#Iter=456	Train=9.33482	Test=9.96732
#Iter=457	Train=9.3343	Test=9.96677
#Iter=458	Train=9.33591	Test=9.96622
#Iter=459	Train=9.3334	Test=9.96566
#Iter=460	Train=9.3339	Test=9.96512
#Iter=461	Train=9.33243	Test=9.96457
#Iter=462	Train=9.33141	Test=9.96402
#Iter=463	Train=9.33135	Test=9.96347
#Iter=464	Train=9.33037	Test=9.96293
#Iter=465	Train=9.33045	Test=9.96238
#Iter=466	Train=9.3322	Test=9.96184
#Iter=467	Train=9.33265	Test=9.96131
#Iter=468	Train=9.3358	Test=9.96079
#Iter=469	Train=9.33239	Test=9.96026
#Iter=470	Train=9.33492	Test=9.95975
#Iter=471	Train=9.33352	Test=9.95924
#Iter=472	Train=9.33524	Test=9.95872
#Iter=473	Train=9.33646	Test=9.95822
#Iter=474	Train=9.33483	Test=9.95772
#Iter=475	Train=9.33401	Test=9.95721
#Iter=476	Train=9.33474	Test=9.95671
#Iter=477	Train=9.33584	Test=9.95621
#Iter=478	Train=9.33307	Test=9.95572
#Iter=479	Train=9.33181	Test=9.95521
#Iter=480	Train=9.33553	Test=9.95472
#Iter=481	Train=9.33399	Test=9.95423
#Iter=482	Train=9.33614	Test=9.95376
#Iter=483	Train=9.33462	Test=9.95329
#Iter=484	Train=9.3366	Test=9.95281
#Iter=485	Train=9.33606	Test=9.95234
#Iter=486	Train=9.33459	Test=9.95186
#Iter=487	Train=9.33233	Test=9.95139
#Iter=488	Train=9.33448	Test=9.95092
#Iter=489	Train=9.33488	Test=9.95047
#Iter=490	Train=9.33357	Test=9.95
#Iter=491	Train=9.33102	Test=9.94955
#Iter=492	Train=9.33433	Test=9.94908
#Iter=493	Train=9.33146	Test=9.94862
#Iter=494	Train=9.33245	Test=9.94816
#Iter=495	Train=9.33159	Test=9.94771
#Iter=496	Train=9.3342	Test=9.94727
#Iter=497	Train=9.33363	Test=9.94682
#Iter=498	Train=9.33331	Test=9.94637
#Iter=499	Train=9.33265	Test=9.94593
