----------------------------------------------------------------------------
libFM
  Version: 1.4.4
  Author:  Steffen Rendle, srendle@libfm.org
#Iter=197	Train=8.66672	Test=10.7804
#Iter=198	Train=8.66424	Test=10.7802
#Iter=199	Train=8.66283	Test=10.78
#Iter=200	Train=8.66516	Test=10.7799
#Iter=201	Train=8.66322	Test=10.7797
#Iter=202	Train=8.66725	Test=10.7794
#Iter=203	Train=8.66536	Test=10.7793
#Iter=204	Train=8.66463	Test=10.779
#Iter=205	Train=8.66612	Test=10.7788
#Iter=206	Train=8.6671	Test=10.7786
#Iter=207	Train=8.66709	Test=10.7784
#Iter=208	Train=8.66562	Test=10.7782
#Iter=209	Train=8.66633	Test=10.7779
#Iter=210	Train=8.66709	Test=10.7777
#Iter=211	Train=8.66757	Test=10.7774
#Iter=212	Train=8.66773	Test=10.7773
#Iter=213	Train=8.66647	Test=10.7771
#Iter=214	Train=8.66319	Test=10.777
#Iter=215	Train=8.66519	Test=10.7767
#Iter=216	Train=8.6661	Test=10.7766
#Iter=217	Train=8.6632	Test=10.7765
#Iter=218	Train=8.66642	Test=10.7763
#Iter=219	Train=8.6684	Test=10.7761
#Iter=220	Train=8.66554	Test=10.7759
#Iter=221	Train=8.66911	Test=10.7757
#Iter=222	Train=8.66927	Test=10.7755
#Iter=223	Train=8.66786	Test=10.7753
#Iter=224	Train=8.66736	Test=10.775
#Iter=225	Train=8.66531	Test=10.7749
#Iter=226	Train=8.66552	Test=10.7748
#Iter=227	Train=8.66304	Test=10.7746
#Iter=228	Train=8.66542	Test=10.7744
#Iter=229	Train=8.66214	Test=10.7743
#Iter=230	Train=8.66546	Test=10.7741
#Iter=231	Train=8.66736	Test=10.7739
#Iter=232	Train=8.66581	Test=10.7738
#Iter=233	Train=8.66322	Test=10.7735
#Iter=234	Train=8.66465	Test=10.7733
#Iter=235	Train=8.66305	Test=10.7731
#Iter=236	Train=8.66495	Test=10.7729
#Iter=237	Train=8.66593	Test=10.7727
#Iter=238	Train=8.66479	Test=10.7725
#Iter=239	Train=8.66713	Test=10.7723
#Iter=240	Train=8.66599	Test=10.7722
#Iter=241	Train=8.66335	Test=10.772
#Iter=242	Train=8.66534	Test=10.7718
#Iter=243	Train=8.6635	Test=10.7717
#Iter=244	Train=8.66557	Test=10.7715
#Iter=245	Train=8.66435	Test=10.7713
#Iter=246	Train=8.66393	Test=10.7711
#Iter=247	Train=8.66675	Test=10.771
#Iter=248	Train=8.66906	Test=10.7709
#Iter=249	Train=8.66715	Test=10.7707
#Iter=250	Train=8.66628	Test=10.7706
#Iter=251	Train=8.66425	Test=10.7705
#Iter=252	Train=8.66444	Test=10.7704
#Iter=253	Train=8.66772	Test=10.7702
#Iter=254	Train=8.67079	Test=10.7701
#Iter=255	Train=8.66788	Test=10.77
#Iter=256	Train=8.66684	Test=10.7698
#Iter=257	Train=8.67127	Test=10.7697
#Iter=258	Train=8.66961	Test=10.7695
#Iter=259	Train=8.6678	Test=10.7694
#Iter=260	Train=8.66488	Test=10.7693
#Iter=261	Train=8.663	Test=10.7691
#Iter=262	Train=8.66528	Test=10.769
#Iter=263	Train=8.66616	Test=10.7688
#Iter=264	Train=8.66456	Test=10.7686
#Iter=265	Train=8.66573	Test=10.7684
#Iter=266	Train=8.66397	Test=10.7683
#Iter=267	Train=8.66904	Test=10.7681
#Iter=268	Train=8.66793	Test=10.7679
#Iter=269	Train=8.66622	Test=10.7679
#Iter=270	Train=8.66529	Test=10.7678
#Iter=271	Train=8.66282	Test=10.7677
#Iter=272	Train=8.65959	Test=10.7675
#Iter=273	Train=8.66491	Test=10.7674
#Iter=274	Train=8.66417	Test=10.7673
#Iter=275	Train=8.66883	Test=10.7671
#Iter=276	Train=8.66338	Test=10.767
#Iter=277	Train=8.66246	Test=10.7669
#Iter=278	Train=8.66227	Test=10.7668
#Iter=279	Train=8.6623	Test=10.7667
#Iter=280	Train=8.66312	Test=10.7666
#Iter=281	Train=8.66333	Test=10.7665
#Iter=282	Train=8.66319	Test=10.7663
#Iter=283	Train=8.66396	Test=10.7662
#Iter=284	Train=8.6633	Test=10.766
#Iter=285	Train=8.663	Test=10.7659
#Iter=286	Train=8.66127	Test=10.7657
#Iter=287	Train=8.6655	Test=10.7656
#Iter=288	Train=8.66282	Test=10.7654
#Iter=289	Train=8.65984	Test=10.7653
#Iter=290	Train=8.66568	Test=10.7651
#Iter=291	Train=8.667	Test=10.765
#Iter=292	Train=8.66579	Test=10.7648
#Iter=293	Train=8.66355	Test=10.7647
#Iter=294	Train=8.65984	Test=10.7646
#Iter=295	Train=8.65765	Test=10.7645
#Iter=296	Train=8.66171	Test=10.7643
#Iter=297	Train=8.66589	Test=10.7642
#Iter=298	Train=8.66228	Test=10.7641
#Iter=299	Train=8.66438	Test=10.764
#Iter=300	Train=8.66608	Test=10.7639
#Iter=301	Train=8.66782	Test=10.7637
#Iter=302	Train=8.66467	Test=10.7636
#Iter=303	Train=8.66561	Test=10.7635
#Iter=304	Train=8.66266	Test=10.7633
#Iter=305	Train=8.66415	Test=10.7632
#Iter=306	Train=8.66343	Test=10.7631
#Iter=307	Train=8.66403	Test=10.763
#Iter=308	Train=8.66543	Test=10.7628
#Iter=309	Train=8.66229	Test=10.7627
#Iter=310	Train=8.6587	Test=10.7626
#Iter=311	Train=8.66226	Test=10.7624
#Iter=312	Train=8.66294	Test=10.7623
#Iter=313	Train=8.66603	Test=10.7622
#Iter=314	Train=8.66216	Test=10.762
#Iter=315	Train=8.66166	Test=10.7619
#Iter=316	Train=8.66316	Test=10.7617
#Iter=317	Train=8.66445	Test=10.7616
#Iter=318	Train=8.66314	Test=10.7614
#Iter=319	Train=8.66521	Test=10.7613
#Iter=320	Train=8.66232	Test=10.7612
#Iter=321	Train=8.66025	Test=10.7611
#Iter=322	Train=8.66581	Test=10.7609
#Iter=323	Train=8.66317	Test=10.7608
#Iter=324	Train=8.66649	Test=10.7607
#Iter=325	Train=8.66569	Test=10.7606
#Iter=326	Train=8.66211	Test=10.7606
#Iter=327	Train=8.66417	Test=10.7605
#Iter=328	Train=8.66018	Test=10.7604
#Iter=329	Train=8.66547	Test=10.7602
#Iter=330	Train=8.66656	Test=10.7602
#Iter=331	Train=8.65937	Test=10.7601
#Iter=332	Train=8.66253	Test=10.7599
#Iter=333	Train=8.66414	Test=10.7598
#Iter=334	Train=8.66337	Test=10.7597
#Iter=335	Train=8.66332	Test=10.7595
#Iter=336	Train=8.6616	Test=10.7594
#Iter=337	Train=8.66152	Test=10.7593
#Iter=338	Train=8.66266	Test=10.7591
#Iter=339	Train=8.66142	Test=10.759
#Iter=340	Train=8.66449	Test=10.7589
#Iter=341	Train=8.66123	Test=10.7588
#Iter=342	Train=8.66318	Test=10.7587
#Iter=343	Train=8.66382	Test=10.7586
#Iter=344	Train=8.665	Test=10.7585
#Iter=345	Train=8.66149	Test=10.7584
#Iter=346	Train=8.66387	Test=10.7583
#Iter=347	Train=8.66088	Test=10.7582
#Iter=348	Train=8.66407	Test=10.758
#Iter=349	Train=8.6656	Test=10.7579
#Iter=350	Train=8.66381	Test=10.7578
#Iter=351	Train=8.66288	Test=10.7577
#Iter=352	Train=8.66075	Test=10.7575
#Iter=353	Train=8.66272	Test=10.7575
#Iter=354	Train=8.66325	Test=10.7573
#Iter=355	Train=8.66252	Test=10.7572
#Iter=356	Train=8.66529	Test=10.7571
#Iter=357	Train=8.66548	Test=10.757
#Iter=358	Train=8.6637	Test=10.7569
#Iter=359	Train=8.66372	Test=10.7568
#Iter=360	Train=8.6625	Test=10.7567
#Iter=361	Train=8.66242	Test=10.7566
#Iter=362	Train=8.66305	Test=10.7565
#Iter=363	Train=8.66616	Test=10.7563
#Iter=364	Train=8.66307	Test=10.7562
#Iter=365	Train=8.66669	Test=10.7561
#Iter=366	Train=8.66395	Test=10.756
#Iter=367	Train=8.6611	Test=10.7559
#Iter=368	Train=8.66215	Test=10.7557
#Iter=369	Train=8.66261	Test=10.7556
#Iter=370	Train=8.66323	Test=10.7555
#Iter=371	Train=8.66559	Test=10.7554
#Iter=372	Train=8.66345	Test=10.7552
#Iter=373	Train=8.66819	Test=10.7551
#Iter=374	Train=8.66544	Test=10.755
#Iter=375	Train=8.66466	Test=10.7549
#Iter=376	Train=8.66367	Test=10.7548
#Iter=377	Train=8.66474	Test=10.7546
#Iter=378	Train=8.66421	Test=10.7545
#Iter=379	Train=8.66726	Test=10.7544
#Iter=380	Train=8.66124	Test=10.7542
#Iter=381	Train=8.66425	Test=10.7541
#Iter=382	Train=8.66411	Test=10.754
#Iter=383	Train=8.66773	Test=10.7539
#Iter=384	Train=8.66702	Test=10.7537
#Iter=385	Train=8.66791	Test=10.7536
#Iter=386	Train=8.6648	Test=10.7535
#Iter=387	Train=8.66523	Test=10.7534
#Iter=388	Train=8.66506	Test=10.7533
#Iter=389	Train=8.66533	Test=10.7531
#Iter=390	Train=8.66374	Test=10.7531
#Iter=391	Train=8.66551	Test=10.7529
#Iter=392	Train=8.66441	Test=10.7528
#Iter=393	Train=8.66501	Test=10.7527
#Iter=394	Train=8.66445	Test=10.7526
#Iter=395	Train=8.66038	Test=10.7525
#Iter=396	Train=8.66562	Test=10.7524
#Iter=397	Train=8.66513	Test=10.7523
#Iter=398	Train=8.66469	Test=10.7521
#Iter=399	Train=8.66155	Test=10.752
#Iter=400	Train=8.66159	Test=10.7519
#Iter=401	Train=8.66171	Test=10.7517
#Iter=402	Train=8.66454	Test=10.7516
#Iter=403	Train=8.66074	Test=10.7516
#Iter=404	Train=8.66248	Test=10.7515
#Iter=405	Train=8.66396	Test=10.7514
#Iter=406	Train=8.66466	Test=10.7513
#Iter=407	Train=8.66548	Test=10.7512
#Iter=408	Train=8.66313	Test=10.7512
#Iter=409	Train=8.66485	Test=10.7511
#Iter=410	Train=8.66474	Test=10.751
#Iter=411	Train=8.66251	Test=10.7509
#Iter=412	Train=8.66296	Test=10.7507
#Iter=413	Train=8.66382	Test=10.7506
#Iter=414	Train=8.66479	Test=10.7505
#Iter=415	Train=8.66361	Test=10.7504
#Iter=416	Train=8.66406	Test=10.7503
#Iter=417	Train=8.66493	Test=10.7501
#Iter=418	Train=8.66137	Test=10.75
#Iter=419	Train=8.66229	Test=10.7499
#Iter=420	Train=8.66212	Test=10.7498
#Iter=421	Train=8.66414	Test=10.7497
#Iter=422	Train=8.6662	Test=10.7496
#Iter=423	Train=8.66623	Test=10.7495
#Iter=424	Train=8.66221	Test=10.7494
#Iter=425	Train=8.66549	Test=10.7493
#Iter=426	Train=8.6639	Test=10.7491
#Iter=427	Train=8.66566	Test=10.7491
#Iter=428	Train=8.6669	Test=10.749
#Iter=429	Train=8.66844	Test=10.7489
#Iter=430	Train=8.66654	Test=10.7488
#Iter=431	Train=8.66475	Test=10.7487
#Iter=432	Train=8.66535	Test=10.7486
#Iter=433	Train=8.66227	Test=10.7485
#Iter=434	Train=8.66506	Test=10.7484
#Iter=435	Train=8.66423	Test=10.7483
#Iter=436	Train=8.66422	Test=10.7481
#Iter=437	Train=8.66464	Test=10.748
#Iter=438	Train=8.66359	Test=10.7479
#Iter=439	Train=8.66348	Test=10.7478
#Iter=440	Train=8.66043	Test=10.7477
#Iter=441	Train=8.66411	Test=10.7476
#Iter=442	Train=8.66517	Test=10.7475
#Iter=443	Train=8.6637	Test=10.7475
#Iter=444	Train=8.66549	Test=10.7474
#Iter=445	Train=8.6594	Test=10.7472
#Iter=446	Train=8.66235	Test=10.7471
#Iter=447	Train=8.661	Test=10.747
#Iter=448	Train=8.66146	Test=10.7469
#Iter=449	Train=8.66659	Test=10.7468
#Iter=450	Train=8.66558	Test=10.7467
#Iter=451	Train=8.66374	Test=10.7466
#Iter=452	Train=8.66619	Test=10.7465
#Iter=453	Train=8.66411	Test=10.7464
#Iter=454	Train=8.66525	Test=10.7463
#Iter=455	Train=8.66569	Test=10.7462
#Iter=456	Train=8.66494	Test=10.746
#Iter=457	Train=8.66415	Test=10.7459
#Iter=458	Train=8.66844	Test=10.7458
#Iter=459	Train=8.66582	Test=10.7458
#Iter=460	Train=8.66189	Test=10.7456
#Iter=461	Train=8.66276	Test=10.7456
#Iter=462	Train=8.66289	Test=10.7455
#Iter=463	Train=8.66193	Test=10.7454
#Iter=464	Train=8.66328	Test=10.7452
#Iter=465	Train=8.663	Test=10.7451
#Iter=466	Train=8.66157	Test=10.745
#Iter=467	Train=8.66334	Test=10.7448
#Iter=468	Train=8.66561	Test=10.7448
#Iter=469	Train=8.66288	Test=10.7447
#Iter=470	Train=8.66164	Test=10.7446
#Iter=471	Train=8.66233	Test=10.7445
#Iter=472	Train=8.66466	Test=10.7444
#Iter=473	Train=8.66518	Test=10.7443
#Iter=474	Train=8.66127	Test=10.7442
#Iter=475	Train=8.66425	Test=10.7441
#Iter=476	Train=8.66339	Test=10.744
#Iter=477	Train=8.66141	Test=10.7439
#Iter=478	Train=8.65939	Test=10.7438
#Iter=479	Train=8.6623	Test=10.7438
#Iter=480	Train=8.66576	Test=10.7437
#Iter=481	Train=8.66493	Test=10.7436
#Iter=482	Train=8.66408	Test=10.7434
#Iter=483	Train=8.66569	Test=10.7433
#Iter=484	Train=8.66456	Test=10.7432
#Iter=485	Train=8.663	Test=10.7431
#Iter=486	Train=8.66023	Test=10.743
#Iter=487	Train=8.66411	Test=10.7429
#Iter=488	Train=8.66518	Test=10.7428
#Iter=489	Train=8.66162	Test=10.7427
#Iter=490	Train=8.66295	Test=10.7426
#Iter=491	Train=8.66541	Test=10.7425
#Iter=492	Train=8.66358	Test=10.7424
#Iter=493	Train=8.66516	Test=10.7423
#Iter=494	Train=8.66153	Test=10.7422
#Iter=495	Train=8.66073	Test=10.742
#Iter=496	Train=8.66129	Test=10.7419
#Iter=497	Train=8.66392	Test=10.7418
#Iter=498	Train=8.66175	Test=10.7417
#Iter=499	Train=8.66446	Test=10.7416
